,uic,code_postal,total_voyageurs_2016,totalvoyageurs2017,total_voyageurs_2018,total_voyageurs_2019,total_voyageurs_2020,total_voyageurs_2021
2427,87672634,64260,8354,7884,6855,9425,6920,9013
2428,87342543,62470,72788,65520,57276,54456,9333,20684
2429,87673657,64250,7240,5754,4459,7449,6764,11948
2430,87757625,6400,3460278,3853968,3503089,4073099,2289665,3217787
2431,87613109,12700,73838,75990,71224,107834,82518,121278
2432,87615286,11000,786810,844291,693148,775306,565381,820367
2433,87756478,6180,547273,621458,569840,681005,412844,530774
2434,87755371,83660,95145,104587,90048,97030,60842,87100
2435,87281139,59970,109852,117253,111522,122794,91344,91911
2436,87781542,34260,5741,5297,2287,359,674,839
2437,87581595,33150,375609,462412,503076,674888,433419,582597
2438,87334490,35510,124095,117985,119278,145459,97045,107038
2439,87597112,36800,80,115,95,87,155,121
2440,87574111,45380,9896,11992,11820,14271,8992,12387
2441,87741009,73010,3624235,3781533,3447007,3701807,2466954,3195946
2442,87721829,69620,12411,8453,9539,13321,6775,9180
2443,87462085,74400,3105,3869,4670,5373,4729,9265
2444,87171926,51430,900104,989282,969535,1154599,564137,716909
2445,87715326,39300,29142,33993,28993,35922,36540,46373
2446,87115873,77160,204274,211940,215765,220552,105983,144147
2447,87783530,48230,606,612,547,222,64,141
2448,87116509,77660,318892,317021,308219,302651,116332,209345
2449,87144055,88130,280450,284407,276459,313168,239565,288610
2450,87575225,86360,9360,10107,11034,13325,8414,11727
2451,87583443,16260,27141,28700,21027,17783,5765,120
2452,87775148,48250,662,621,776,968,849,1181
2453,87545756,28200,98778,100024,97281,119897,85850,126726
2454,87474064,29150,28101,15531,26892,32682,20984,36172
2455,87116582,2400,1786537,1739984,1604230,1590892,955709,1194138
2456,87144071,88330,112266,115421,108573,126310,105365,129652
2457,87381228,60240,377857,373983,311075,310770,177716,256106
2458,87715383,39230,1317,2441,1285,1721,973,1667
2459,87382333,92370,2233621,2314358,2355862,2409913,849953,1504573
2460,87683532,89250,1564,1913,1835,4728,1286,627
2461,87574491,37150,48162,48742,44593,45390,30101,39711
2462,87317495,80210,7417,6434,5618,2897,235,235
2463,87543041,45520,35606,33060,39508,45655,42337,57261
2464,87184259,90340,792,467,None,None,None,None
2465,87694646,71420,2001,2696,1992,3715,3661,4523
2466,87747626,38930,23126,25611,21559,22305,16136,32942
2467,87396895,63000,14959,13209,10461,11686,8170,7528
2468,87184622,25340,46612,56309,44943,52180,39726,44025
2469,87491134,17240,10,11,19,17,None,None
2470,87746370,74300,419989,464060,445404,488615,381748,436600
2471,87491449,16100,140759,150883,128074,147237,85149,93744
2472,87721225,69660,75524,68478,73055,92646,70106,96969
2473,87682146,77380,4308161,4197319,4008207,3851637,1834253,3058556
2474,87272047,77290,41082,39917,40000,38205,19210,33426
2475,87381897,78700,4624289,4748100,4779174,4834179,2347335,3693330
2476,87594119,19800,4771,4737,4209,4298,3271,4184
2477,87615120,11250,571,255,33,368,1613,2054
2478,87444232,14620,1013,1002,262,346,None,None
2479,87116301,77120,1101461,1212158,1307147,1413685,640283,1077277
2480,87721241,69270,39264,36115,40076,56195,35181,52265
2481,87116772,77580,179177,185303,187867,190995,84779,197337
2482,87271593,60800,1784694,2123053,1683624,1760549,1064830,1412354
2483,87396226,72140,2054,2685,2138,1409,660,1152
2484,87672600,64000,4777,3975,4622,6884,4705,6093
2485,87116640,77840,196972,198756,199897,204707,88925,167305
2486,87755355,83390,50332,62805,52377,69744,49667,90246
2487,87342410,62149,46774,47566,44635,47390,28144,28381
2488,87142125,52600,76315,78547,64635,60945,35598,49367
2489,87615484,81220,22814,21096,17446,20332,16042,21104
2490,87317081,62187,15102,11730,9826,10346,9337,12562
2491,87718429,25960,1207,1192,597,1352,1240,1354
2492,87212183,67490,134122,141697,136948,135859,102216,116580
2493,87276345,95170,3255886,3147953,3127940,3089529,891849,2557225
2494,87287185,59890,574,390,332,316,147,396
2495,87761841,26150,54047,54460,48372,57018,40656,42652
2496,87713040,21000,5901000,6207518,5798071,6350035,4149069,4861793
2497,87478040,35440,11056,9641,9997,11488,7880,9842
2498,87337378,14160,2669,2978,1828,2510,1567,2663
2499,87316109,80440,8823,8963,7171,8642,7769,10797
2500,87696427,3290,16866,17524,15074,14413,9188,13852
2501,87286435,59272,229474,236725,219480,223793,122592,110511
2502,87172239,8350,26257,25803,22467,23429,20503,30292
2503,87142273,52300,5965,6276,4064,3588,3815,3560
2504,87212357,67410,111854,112821,113943,124088,86913,97109
2505,87571612,37190,13999,17107,18357,16989,10637,13126
2506,87214544,67120,161498,163739,164186,185177,122028,134801
2507,87191379,57320,5552,5546,4915,3285,3283,2109
2508,87214239,67140,16648,14473,10526,13322,8899,10149
2509,87271122,93800,10968351,11399541,12778657,12886698,5582345,13345015
2510,87271148,93800,2572264,3419097,4210792,4006406,1979635,4459429
2511,87214148,67150,485869,525509,537172,594561,399673,455881
2512,87116327,77450,2236234,2296992,2311341,2338728,1069700,1615645
2513,87545137,91150,2957089,3057162,3096908,3150915,1469370,2449541
2514,87317537,76260,32507,31177,23158,19477,21903,27102
2515,87681387,91000,10724567,11022956,11133073,11258509,5130572,8307516
2516,87116277,77515,269543,273058,270856,269998,50530,225734
2517,87181040,68720,13000,11298,9085,9965,6326,7890
2518,87682211,77210,4145407,4105860,3985604,3867663,1999331,5827647
2519,87682427,77590,55030,51024,46433,42287,17924,36204
2520,87713586,71150,34670,38084,33136,33976,38179,32194
2521,87413377,76640,9040,7967,7041,7306,2059,3389
2522,87214734,67130,11868,12098,11128,10791,8789,8889
2523,87141036,54570,10024,9859,7761,7974,6301,6388
2524,87276659,95740,332173,349908,359839,353741,92066,316578
2525,87741629,73460,31855,30272,24340,33797,17745,24845
2526,87175075,52300,587,287,630,1526,1289,514
2527,87775130,30660,5696,6156,6312,7596,8776,16323
2528,87497461,31000,53400,61229,57969,56259,35229,39986
2529,87672618,64290,2614,2428,2131,3853,2628,3818
2530,87393439,78890,325044,330655,326533,328859,147010,266885
2531,87382259,92380,1713919,1791195,1835968,1891700,932660,1708430
2532,87751420,13120,524454,561982,414788,366421,194015,252708
2533,87584235,24680,37293,43953,38151,22457,21890,29751
2534,87713842,21120,23194,22008,19944,22959,20015,21872
2535,87713313,21110,227823,239377,220044,243273,212774,215996
2536,87171587,51160,19879,19527,17521,17553,13927,16565
2537,87713503,21220,86418,99128,91622,106048,82277,64535
2538,87684290,45500,116963,124340,116103,127799,82044,107377
2539,87694869,71160,5764,4186,2677,3741,3469,4166
2540,87757641,6220,298891,345442,315547,366150,205498,291411
2541,87481432,44190,77112,101521,103820,87678,37904,50908
2542,87212241,67400,29117,28914,27446,33255,17816,18085
2543,87184432,90600,None,None,194,6894,7904,8079
2544,87447680,50400,212199,216105,209162,263943,183469,238620
2545,87393645,91160,543295,530728,507730,489424,104735,156103
2546,87746107,73100,61292,65582,60119,69592,53176,69400
2547,87681379,91350,6723757,7046881,7262293,7451784,3822746,8080635
2548,87611673,82170,93638,94720,76716,88875,76876,98061
2549,87171736,2190,131831,137618,122047,120287,120804,130612
2550,87474296,29400,4227,3890,3293,2254,807,381
2551,87565143,6340,29718,36186,31377,32827,18730,26294
2552,87313494,80400,123586,129850,122867,128871,94874,144889
2553,87313338,80500,17562,17002,14222,16867,15700,17226
2554,87313882,80200,365688,408708,376257,375044,197582,268474
2555,87214627,67190,26880,25236,24619,26388,17456,19093
2556,87345157,62110,489436,525421,516610,550540,340543,382345
2557,87193383,57580,11525,10210,8589,8999,5431,6950
2558,87324335,2500,57945,51563,38649,28484,32721,32712
2559,87386409,78800,14383250,14909464,15190406,15533521,7442169,11425373
2560,87393561,91430,475809,474176,462240,454785,175992,231674
2561,87303875,68040,29867,26196,20227,19495,18930,11943
2562,87575134,86220,4683,4789,5013,6006,4722,4682
2563,87734202,63500,437837,468302,424410,504733,361776,414593
2564,87597062,36100,169093,175512,163340,180515,120150,143177
2565,87713859,21120,166581,174961,154136,137104,68254,69060
2566,87393306,92130,6198775,6140140,5933850,5823421,2303136,2531839
2567,87393074,92130,2500733,2511813,2477283,2449700,1030188,1635243
2568,87577403,86240,9533,8493,8885,10228,7509,10316
2569,87413716,76290,8253,8120,5428,7934,4865,7089
2570,87471334,35150,245238,164231,159868,160500,138538,144677
2571,87191700,54240,34647,37144,30885,37612,26881,33378
2572,87171314,51140,96554,91780,77268,76262,81555,94269
2573,87571885,37300,59882,58228,54472,59792,40648,44320
2574,87394155,28300,116412,110449,96491,95286,76843,85622
2575,87191619,57110,1470,994,860,1359,760,583
2576,87214114,67230,29731,26817,24598,28436,22068,24428
2577,87635581,13011,5171,7963,8554,10851,7390,10255
2578,87271171,95170,2938751,2884526,2929551,2958201,1355505,2624736
2579,87775171,48250,31174,26453,24742,23374,13692,21510
2580,87481754,44500,428078,456863,430546,468461,312631,433276
2581,87756874,6430,2757,3516,2694,3758,2044,1633
2582,87481564,44240,24850,24352,25404,31155,18377,22876
2583,87485474,79260,11074,12038,12109,19339,15336,18345
2584,87382218,92800,28638151,29470800,29752335,30264172,6688269,23324387
2585,87009696,37300,13502,11507,11104,10886,7664,9147
2586,87313239,80250,9104,8856,8237,8722,7969,9743
2587,87286427,59136,5429,4687,3634,4540,1408,2347
2588,87478081,35111,14777,14017,12175,15788,9665,12790
2589,87755306,83130,97886,119992,108379,133493,86086,147388
2590,87478099,35350,25953,31673,40271,49866,34881,48289
2591,87481416,44690,123439,152935,156587,153534,87906,102217
2592,87582635,33470,119166,122964,125580,151361,94411,121084
2593,87485185,17220,119,6372,9346,18035,13853,17939
2594,87286187,59110,10580,10248,8509,9570,8254,12674
2595,87473124,22440,7,9,141,672,803,546
2596,87487884,49250,135524,142655,133806,134163,77182,100295
2597,87755314,83400,82731,103908,96754,119168,85658,137394
2598,87582643,33260,321391,344846,336431,385974,256383,324489
2599,87721548,69890,114729,130905,127182,126387,104749,130526
2600,87723478,38110,847323,862522,844473,894864,592483,726612
2601,87611459,82290,9073,10242,9992,11468,11941,18839
2602,87313676,60570,21395,23832,25292,27855,25990,38292
2603,87645150,15150,16,9,31,51,18,87
2604,87592634,87110,5854,4685,2746,3261,1852,2301
2605,87584441,24150,20266,22235,22985,14540,14034,22715
2606,87611855,82360,21427,23252,18339,16800,14791,18406
2607,87144303,88320,1020,530,242,505,456,352
2608,87543140,41600,191277,187384,180962,190629,138915,164103
2609,87721860,69870,26273,22679,21666,25077,15377,20077
2610,87473264,22130,3656,3324,3078,2057,1847,1342
2611,87734319,43300,22834,26246,20721,25507,15948,21742
2612,87734350,48300,29672,30735,25211,28294,20007,25922
2613,87671123,65300,91450,95005,73290,67169,53489,82322
2614,87296012,2000,781255,772982,677171,692050,525446,665718
2615,87545160,91510,446652,444831,432949,425172,205073,332153
2616,87611483,66760,48806,49671,47425,56705,37219,53545
2617,87594796,46130,576,533,584,412,338,247
2618,87597740,23600,294,394,421,518,251,408
2619,87144162,88600,13068,14006,11298,5376,3175,3270
2620,87381202,60240,19806,16843,13502,11988,8309,14420
2621,87271395,93350,13441953,14285674,14912785,15544841,9835861,12470323
2622,87697359,93350,None,1246435,2456747,2400737,896650,4403085
2623,87746883,74660,1404,1418,1642,2074,1890,2262
2624,87594614,19240,243,465,412,217,275,854
2625,87295220,59360,23445,23327,21113,27490,25360,25044
2626,87611046,31410,53867,62201,52728,51144,47824,61949
2627,87444323,14190,23684,30546,27263,29111,15895,12044
2628,87316687,62250,6223,6494,4759,4388,2705,1804
2629,87413013,76600,1621008,1742027,1651915,1846292,1170571,1373175
2630,87396002,72000,5143229,5314986,4916622,4945609,2781897,3813805
2631,87721522,69260,135763,150003,148699,155019,124412,122081
2632,87393298,78610,761212,754939,733118,715156,354142,514506
2633,87681627,91830,45020,43875,41814,40266,10114,36744
2634,87734699,43000,238506,206755,232241,272218,167756,235197
2635,87113472,93340,9284783,9472141,9505714,9515448,4111461,5784022
2636,87471342,35240,25002,16854,15678,12541,12032,14312
2637,87757575,83700,5471,4583,3821,7145,6186,10088
2638,87755447,83460,803328,871500,744501,819195,535660,785981
2639,87492108,94400,2525837,2578806,2586453,2591321,1011006,1871348
2640,87393280,78690,879511,856897,820436,789251,369081,567670
2641,87595736,24620,22584,21489,17280,20871,10521,12349
2642,87713115,21150,156184,172023,159684,167251,136224,146922
2643,87481259,44580,11809,13334,14809,20176,15453,19497
2644,87276238,95190,1674500,1618916,1539584,1461270,773295,1272141
2645,87113852,93320,1629471,1673494,1683059,1701182,2488926,1601698
2646,87746826,74400,5002,6363,6842,5418,4392,5194
2647,87576181,41200,594,76,36,309,276,557
2648,87611111,31360,1146,867,273,312,517,551
2649,87295790,59620,1752,2184,2959,3422,2544,2621
2650,87287102,59260,1466,1447,1274,1207,532,582
2651,87734442,63190,82637,80947,74855,85008,58553,62499
2652,87345041,62800,36854,46384,47261,52898,33409,33095
2653,87575274,86240,4968,5552,6316,9088,8284,11914
2654,87223263,59777,7780562,8314520,7696028,7754675,3303176,4337868
2655,87574335,37530,7486,7245,6059,6352,7270,9055
2656,87592022,87100,18413,19482,13720,18657,11896,16405
2657,87214502,67380,78643,63737,61627,69740,51849,61224
2658,87761239,38080,197159,211322,201520,228996,159510,215285
2659,87611806,32600,262224,278963,229200,265668,206838,239853
2660,87571471,37600,222283,214429,220117,231758,196188,191929
2661,87313049,80330,446487,460088,439365,475674,285493,327802
2662,87194274,54260,54140,53746,45700,56106,38069,59800
2663,87194001,54400,524023,564920,540474,552768,309513,320062
2664,87345033,62750,10081,13300,13253,18290,7080,5819
2665,87276253,95380,2183957,2232729,2235303,2253078,919807,3739057
2666,87295535,59720,4065,3810,3192,4365,2513,1683
2667,87721423,69380,303163,326687,270352,303063,187167,247333
2668,87394015,28110,23957,25277,23380,20486,12514,14457
2669,87172189,8440,20465,21534,17542,15942,16421,16835
2670,87141150,54300,877566,918474,898730,937483,651634,791746
2671,87672741,64660,851,1854,1201,2048,1443,1490
2672,87214650,67130,151388,152469,131970,116951,107050,115429
2673,87185595,70300,28143,25898,21188,19251,19999,19894
2674,87282624,69007,634720,775892,857555,1181281,817489,1123438
2675,87721159,69005,1298877,1461390,1434039,1592773,1099732,1269662
2676,87281873,75010,45730527,45366168,44197645,43016926,13462720,27478179
2677,87400986,51170,25897,24648,17563,14861,15304,17061
2678,87411256,76770,92259,88424,80870,90023,58505,61899
2679,87751321,4100,126035,137799,110502,90904,44366,72003
2680,87381509,78200,10174217,10662194,11017685,11473614,5533654,5238142
2681,87317206,62990,571,165,15,None,1,1346
2682,87116665,60890,98799,104482,105590,114428,62353,83196
2683,87213603,67500,69455,63044,63047,64140,41225,51480
2684,87296095,2250,53784,53603,49286,51637,44179,48857
2685,87382465,78160,2347923,2242841,2099153,1978907,989390,1725946
2686,87694182,71710,220,96,156,89,113,24
2687,87734871,15500,30153,31636,29593,30084,24066,32339
2688,87645168,15400,11859,12471,11296,7724,3962,7095
2689,87342121,62670,1605,1009,1386,1088,480,298
2690,87574244,41500,100,119,317,58,32,69
2691,87296434,2700,8732,8656,8141,6698,6485,9494
2692,87611525,9110,2448,2514,2318,3473,1401,5259
2693,87313668,60110,857444,897366,804890,868888,585310,720919
2694,87713701,71310,6259,7111,7265,9278,6217,7720
2695,87191338,57940,6276,5608,4727,4874,3651,3597
2696,87393082,92190,2998119,2996579,2940191,2893671,1222423,1323040
2697,87713560,21190,15772,18019,16723,18328,10755,7705
2698,87723585,1800,675399,714130,681491,719403,460159,542160
2699,87775098,30540,3213,3753,3206,4354,1989,2728
2700,87313700,60112,7829,7719,7516,5878,4098,4557
2701,87342030,80300,17402,19506,19214,20130,12158,16002
2702,87271528,77290,3039545,3079825,3054942,2950501,1404440,2342392
2703,87747329,38430,722730,746284,663292,768911,486321,605000
2704,87747691,38430,110020,143683,163353,203615,120156,147842
2705,87743591,39360,2072,1968,934,611,604,1809
2706,87214577,67120,1564791,1605601,1552953,1584090,1221223,1381129
2707,87287128,59000,3484,3407,3589,2950,452,99
2708,87615369,31380,112518,131516,117848,140752,131202,153416
2709,87612010,31000,26942,26320,22343,36930,32166,48367
2710,87184523,25200,495367,538456,484248,539812,397874,452178
2711,87396044,72380,31959,35712,35995,29840,12385,16647
2712,87171256,51500,3668,3307,2609,2655,1355,None
2713,87641472,63240,7479,6797,6882,7204,5245,7540
2714,87338590,6190,11709,13295,5592,340,88,None
2715,87682302,77130,2886952,2986171,3026973,3077612,1832996,3691637
2716,87393892,78490,652624,658762,647541,644638,214672,386637
2717,87618207,31450,3845,3700,2600,3826,2656,3822
2718,87784793,66210,88502,86734,82084,77862,49246,70231
2719,87171355,2220,5014,3223,1969,1169,None,None
2720,87688887,34000,None,None,410346,908651,1013031,1297998
2721,87317164,62170,51489,29338,2112,2462,2242,20736
2722,87316406,60134,4999,5019,4745,5769,4384,3603
2723,87574855,41400,76917,84078,79629,89033,67643,89253
2724,87116400,77450,61455,58286,54662,50924,23320,54070
2725,87276493,95560,1579430,1604400,1571578,1492565,768419,1315810
2726,87478537,53150,43528,45273,40391,29501,12317,16191
2727,87411801,76710,143585,140096,137586,139489,107338,118795
2728,87715441,39400,26145,27014,22414,26948,20859,27532
2729,87411439,76750,28912,26118,21282,23642,19899,23328
2730,87116087,77720,431778,444280,447454,455346,257580,392896
2731,87391300,25660,10325,10453,10191,8286,5818,3871
2732,87116244,77163,118481,130839,141533,154778,75184,135903
2733,87184424,90120,None,None,138,5243,5663,7125
2734,87718833,39330,131187,121929,97303,105099,98864,131538
2735,87171298,51140,82000,77331,65407,73393,80902,91852
2736,87182055,68200,167823,174344,168440,183583,118983,141991
2737,87472639,68200,None,None,None,None,None,None
2738,87645481,15300,18669,18840,16401,13215,11931,16795
2739,87595298,24400,151118,166861,157079,193647,113146,138210
2740,87214585,67190,244897,258725,244130,254037,195671,215725
2741,87575175,86530,28130,25714,23428,26364,20569,24025
2742,87116095,77370,1013938,1044995,1052937,1070109,474881,890213
2743,87313486,80190,63239,66003,61864,72574,51058,70962
2744,87381020,75017,5600997,5342068,4984005,4692161,2230261,2059764
2745,87712182,21800,29320,29492,7052,5242,3340,2260
2746,87396028,72190,6604,8107,7929,10593,6595,8866
2747,87597070,36100,6793,6579,7259,9799,9523,14712
2748,87213256,67110,131183,128558,129055,128680,105679,151798
2749,87595512,24330,7985,8215,7633,10885,6334,6099
2750,87342139,62390,97624,99258,89094,95971,60420,69560
2751,87118190,10400,184383,185590,170247,189318,123943,152315
2752,87684274,45290,46067,45666,43458,48845,33275,51534
2753,87286609,59310,4732,5098,4315,4336,1100,515
2754,87396374,72430,77008,77124,73388,54586,17647,22315
2755,87192435,54890,8982,8123,5740,5287,4173,6746
2756,87574319,41150,226387,230640,204359,172742,135772,173634
2757,87681346,91130,2482220,2526178,2521689,2527170,1131701,1691900
2758,87286583,59310,912231,956390,923264,1004517,719981,783980
2759,87753707,13660,9611,9723,9489,14277,12057,18996
2760,87546200,94310,1835153,1846200,1825457,1802642,912297,1227173
2761,87672253,64300,158394,170153,151117,178639,135896,205410
2762,87784868,66340,273,263,335,422,360,418
2763,87671313,65380,510,607,122,198,53,149
2764,87116020,77330,2396593,2429288,2409568,2409248,1129670,1914692
2765,87694687,71600,121900,123040,116990,150991,156383,187516
2766,87271486,93420,2661353,2734326,2749960,2790979,1010255,1530324
2767,87734194,63270,59023,61344,55894,63985,47895,50538
2768,87597724,23140,344,233,177,343,241,295
2769,87753285,13730,132879,135334,111945,119491,71280,88083
2770,87411272,76570,162708,162784,159916,181651,130501,145012
2771,87756791,6440,10098,11081,9778,15368,8434,9254
2772,87756783,6440,7515,9552,8759,11103,6534,4871
2773,87321745,44600,34666,34382,33875,50651,39787,46245
2774,87381012,75017,4948939,4850376,4649913,4503007,1599075,1495122
2775,87286278,59840,99739,94338,71974,72519,45576,47076
2776,87595504,24019,1049,1689,731,206,471,321
2777,87342550,62550,23632,22198,18796,19542,2820,7607
2778,87592170,19170,104,170,195,171,322,482
2779,87581751,33600,701988,787789,830270,982512,599821,777246
2780,87393652,91360,378563,384398,381720,382123,138206,202745
2781,87592428,87510,411,461,332,275,268,734
2782,87313106,80310,70002,66180,63106,67126,58943,68856
2783,87141556,54160,1000,270,None,None,181,268
2784,87755389,83790,20858,21896,19002,23944,17198,31792
2785,87473272,22130,18095,16243,11125,11118,8772,12104
2786,87784785,66210,644,469,419,388,310,542
2787,87471177,35470,21978,16583,23326,33192,25107,29086
2788,87473082,22640,12491,11477,8703,10722,8451,11303
2789,87473181,22420,125498,126466,108058,120570,76436,117207
2790,87476416,56340,3714,3127,4199,5478,4877,7653
2791,87473199,22780,588,817,888,1281,345,362
2792,87473132,22170,910,594,12,237,455,455
2793,87313395,80290,104575,111291,101516,100866,72017,94444
2794,87491100,17800,18810,25210,25663,30263,16113,30228
2795,87281410,62610,3133,4420,4449,5059,3152,4204
2796,87286831,59650,25071,28859,33493,32391,20486,26275
2797,87586404,47480,292,451,573,711,360,156
2798,87444349,14130,111152,114777,94065,112346,70343,87836
2799,87473520,22390,3634,2755,3372,5800,5599,6423
2800,87313130,80580,17224,17400,14120,16813,11473,15682
2801,87276329,60700,822315,842384,779736,845482,595440,711240
2802,87393165,78000,946641,933001,902371,875987,398498,545751
2803,87784637,66500,4925,5209,2780,2701,4349,14130
2804,87276410,60460,74661,77825,77790,75241,42717,64068
2805,87485359,79360,5682,6150,8091,6980,5407,5919
2806,87116160,77160,709649,710305,696157,683609,301849,566796
2807,87286245,59890,1203,736,1248,954,142,57
2808,87144626,88110,110172,112507,104082,111001,84240,100814
2809,87171272,51300,40332,52332,60440,74693,56436,88630
2810,87193623,57200,9448,8016,5651,4828,3118,2417
2811,87144451,88200,250668,263246,242731,272473,170067,222601
2812,87571653,37190,18089,18529,19409,21814,16259,15135
2813,87286534,59790,41056,42290,41638,46032,36744,46563
2814,87313460,80170,119012,111380,103309,111004,81265,105106
2815,87113704,93110,5579980,5754371,5829896,5908117,2380920,3952618
2816,87286732,59100,129704,162587,186867,221272,110804,115165
2817,87411017,76000,5801845,6047544,5808945,6434230,4070897,4909637
2818,87485532,86480,8653,8552,7829,11199,8279,12912
2819,87583468,16270,7623,6588,3106,2372,360,None
2820,87212373,67480,32155,29914,27752,31261,22632,30467
2821,87144311,88320,76,49,9,11,6,31
2822,87761817,26340,10594,11765,9770,13514,11778,10657
2823,87592717,87720,1632,1644,2657,4624,2102,3461
2824,87182600,68550,59559,63083,56337,51487,42380,47636
2825,87751826,13015,30814,38804,33061,33063,17971,34967
2826,87214742,67420,44583,44093,37984,42757,34872,39027
2827,87775072,30900,9770,14749,12823,16278,11084,15465
2828,87545509,91530,610113,629270,635240,646845,303049,520635
2829,87595777,24220,7541,8592,8638,5546,7121,10430
2830,87446179,31300,283908,288438,229435,255054,209877,236707
2831,87584508,33910,24098,25184,27509,36759,24752,29527
2832,87476648,56400,6347,6836,11792,16121,12677,18292
2833,87775239,30110,1370,989,982,1044,831,1081
2834,87715151,25300,13339,16285,13993,12094,15185,18711
2835,87287193,59660,8,11,16,63,1,1
2836,87491001,17100,485212,521848,454350,499544,309878,495401
2837,87726000,42000,3362571,3611638,3387131,3728728,1776534,2678707
2838,87576272,18400,16555,15890,13623,13388,8315,8893
2839,87783423,12100,2466,1076,1189,1591,280,390
2840,87721340,69830,60094,59201,57702,66746,39371,52829
2841,87721282,69650,359983,376630,350384,408397,269883,340945
2842,87366922,78100,257161,254373,247908,241825,None,None
2843,87746479,74170,386691,388710,346437,356019,279313,312981
2844,87476762,44530,49030,47967,38546,33328,16340,22282
2845,87181552,68920,63746,62013,53955,58513,63288,63302
2846,87297531,59292,50,205,465,729,44,107
2847,87611624,9000,2132,3120,2218,2791,1526,3547
2848,87673723,64220,53424,54553,50058,62202,25802,38684
2849,87413310,76700,39789,39359,37494,41991,26101,20245
2850,87584730,33450,52897,64620,74088,97492,81190,96221
2851,87181016,68300,60504,59654,56334,64290,40765,52379
2852,87582825,33490,11496,12037,13681,15852,11572,14658
2853,87682294,77670,340771,353693,359224,367310,205853,322236
2854,87751701,13720,19709,24478,20576,21771,16471,30502
2855,87671495,40090,37447,39972,41402,43527,48972,49728
2856,87411413,76160,5505,5583,4133,3691,None,None
2857,87574459,37270,45519,46067,44485,45160,35384,47249
2858,87611103,31360,2707,3906,1819,1634,3550,6717
2859,87723536,1700,157458,183626,178954,198063,123255,153652
2860,87582692,33650,49780,53116,54341,72449,47390,69304
2861,87144683,88470,2897,3562,3095,2892,2379,2005
2862,87281444,62500,848920,913715,865702,938516,622485,712895
2863,87571554,37370,13857,14218,15918,14497,12765,17235
2864,87723783,1240,77668,88962,81357,79363,63346,73321
2865,87582833,33490,5602,7121,5491,6221,4493,7824
2866,87415646,27430,1598,2160,2637,2061,None,None
2867,87723353,69800,113719,127097,129393,156733,103964,150446
2868,87592055,87480,24955,23189,17765,18933,20763,19043
2869,87313080,80000,71955,66779,65454,79609,49519,52807
2870,87765438,84450,13198,16460,16523,19977,13520,21222
2871,87491035,17350,14954,16260,14867,22904,10866,14360
2872,87354597,44230,21474,24981,26294,28256,17575,21213
2873,87354589,44230,30728,31559,31292,30198,18327,24053
2874,87471169,35580,16712,17055,13570,16198,11508,10673
2875,87615344,81370,433790,462238,386354,475920,428034,497472
2876,87592345,87370,46898,39036,33281,37213,29755,31349
2877,87721043,42630,21460,21617,19050,20748,18210,23935
2878,87673277,40230,137194,160134,145525,165945,122390,170752
2879,87345215,62430,14027,12327,12786,15527,9591,8918
2880,87713594,21590,6457,5985,5026,6398,5101,4626
2881,87386417,78500,11687774,11795222,11680197,11625842,5493207,7725043
2882,87212225,67700,1186072,1204812,1203924,1266086,944195,1114575
2883,87725671,71260,4994,5546,7283,7769,6159,8288
2884,87751636,13016,645,1227,1475,63,None,None
2885,87545517,91530,121816,126376,128659,131344,60616,90415
2886,87411470,76440,79612,77859,72971,78511,45212,58319
2887,87444315,27470,25877,30214,28468,28003,15653,23483
2888,87723791,1960,71460,75840,67559,66259,47446,56746
2889,87476754,44530,967,2841,5873,10076,7792,10728
2890,87783365,12150,22313,26077,21689,16054,12150,14149
2891,87182105,68510,256706,256528,262395,291594,175095,171388
2892,87595769,24170,6222,6936,6216,7951,3943,10457
2893,87755330,83210,55357,67826,60727,73277,46303,84376
2894,87411223,76300,17117,18935,15913,20331,9759,10819
2895,87594333,46200,109928,111933,96573,109126,82337,105478
2896,87212126,67170,40467,43225,37952,40172,23185,24881
2897,87396051,72290,5753,5969,5928,3313,1817,3509
2898,87296442,2700,444261,490504,453397,445816,367899,437936
2899,87182568,68800,162257,166720,163921,163382,107817,123256
2900,87472605,68800,24094,27435,32137,44953,34474,34360
2901,87182881,68800,156991,160859,152005,153093,161347,161541
2902,87595579,24210,8756,10371,10981,14887,9160,14104
2903,87757583,6590,16923,10507,10721,14349,12268,17608
2904,87141432,54519,1957,3181,2262,923,246,734
2905,87481143,44470,24234,26021,28424,34328,21021,28176
2906,87784744,66360,297,363,425,271,416,406
2907,87342303,62127,17962,18078,15320,15853,13028,7292
2908,87141044,54200,230441,258636,251538,274607,184300,237622
2909,87116210,77220,2107021,2082036,2017749,1971494,961576,1527630
2910,87671172,65190,18808,18993,14349,14364,13448,22710
2911,87411181,76410,1651,1185,1342,1109,1463,1848
2912,87543074,28310,102425,101462,106085,130809,103047,127665
2913,87701532,49800,None,None,1684,44256,30106,40738
2914,87584474,24510,4644,4480,3224,1260,2828,3034
2915,87313353,60420,56236,55217,49591,46366,41557,48962
2916,87381806,78510,594291,553796,505248,463897,236971,687786
2917,87116491,77470,1222022,1227870,1208595,1199192,229698,1099328
2918,87118000,10014,969326,1023685,967315,1008126,674479,853731
2919,87214635,67280,132751,130479,118873,125815,95408,111808
2920,87673624,64480,2843,2770,2244,2243,2245,4533
2921,87396598,72500,10269,9387,7417,6237,4154,4657
