,uic,code_postal,total_voyageurs_2016,totalvoyageurs2017,total_voyageurs_2018,total_voyageurs_2019,total_voyageurs_2020,total_voyageurs_2021
1934,87313387,60190,45473,45439,43288,49403,35533,47579
1935,87571422,37320,22696,24786,28381,25371,17079,22226
1936,87175794,55400,68243,71927,68545,88957,88396,96619
1937,87683201,89510,6936,6285,4868,7273,4663,5224
1938,87144642,88480,54882,58476,53701,55177,35050,43525
1939,87756387,6360,99817,123802,121230,157317,74836,96384
1940,87193516,57450,3169,3296,2646,2505,930,687
1941,87182626,68470,29281,26713,24528,25221,23468,22995
1942,87611962,31150,64,42,7,22,14,14
1943,87316752,80190,547,397,238,10,None,None
1944,87696633,58190,895,989,1032,1356,668,1149
1945,87576108,18500,22704,25935,25818,27253,21722,24973
1946,87784769,66360,3703,3009,2886,3012,2240,3213
1947,87485326,79230,29733,32571,31508,28194,27613,30792
1948,87471201,35390,10415,9697,13342,16822,12307,13835
1949,87313841,60220,1231,1277,1394,1747,1692,2151
1950,87444182,14630,13308,15249,15018,19546,9392,9513
1951,87574533,41160,4175,3635,3447,3872,2479,3856
1952,87142240,52320,32376,34600,33271,36457,37461,44133
1953,87773556,34110,325249,338991,280570,294107,223824,330673
1954,87141077,54390,37882,45636,46822,54606,33962,50077
1955,87615252,81600,224255,241299,204085,263296,230110,293303
1956,87212332,67760,166992,180800,179292,194564,154129,172337
1957,87313262,60120,1408,2269,2805,1790,1782,1921
1958,87113860,93320,3299886,3297972,3233856,3150620,6591131,4574239
1959,87393348,78125,278919,285161,284182,287054,119283,678866
1960,87576876,41130,55532,53522,49554,56134,46244,62263
1961,87718577,25650,13031,16797,16559,21293,13290,10390
1962,87611772,32200,51139,56408,43555,54608,37732,49236
1963,87582858,33190,3028,2468,1725,3176,3107,4266
1964,87172130,8600,92403,89898,79315,81721,65458,75160
1965,87755397,83590,20036,20367,21017,26393,17023,25694
1966,87613141,46300,97145,97678,84878,96737,75932,103255
1967,87276246,95190,5045910,5171933,5196033,5227952,2643838,2004993
1968,87615377,31380,13393,13242,13357,18618,16440,18035
1969,87747402,38610,599039,669715,618398,715477,441245,549072
1970,87214593,67190,150002,155246,151955,169033,127933,134392
1971,87746248,74570,67629,77445,68730,76660,67698,85991
1972,87142265,52320,1915,2071,2697,3576,1808,1222
1973,87597609,23000,81869,87870,75117,79157,41808,55050
1974,87213223,67110,72360,64765,64665,79706,72612,84884
1975,87342261,62190,3738,3193,3036,2454,2413,2895
1976,87313114,80310,37668,39105,39230,43635,32903,34438
1977,87413302,76700,5481,4578,4029,4761,3338,3944
1978,87286096,59320,66311,71492,56343,61310,40675,51198
1979,87316059,80113,4628,4278,3945,5151,4490,6721
1980,87286062,59260,3459,2678,3003,3251,1452,941
1981,87677005,64700,340084,360887,322527,373730,194632,268956
1982,87381889,95220,3342904,3380147,3353417,3341643,1702962,2982632
1983,87182329,68420,53434,56497,51605,51225,46806,54133
1984,87212167,67270,208774,218011,206165,231331,180350,204202
1985,87213413,67250,21663,18232,18341,20638,15442,17942
1986,87213686,67720,197849,198378,198952,209979,159685,189029
1987,87141473,54180,4059,5519,6689,7963,6841,9155
1988,87193540,57990,35070,34555,34386,38274,36599,25896
1989,87755629,83400,397577,500037,454827,495096,340343,532708
1990,87394437,28120,143108,148320,153755,166364,152054,215178
1991,87484360,49123,66843,62191,56089,60098,37354,55226
1992,87481622,44520,21193,24814,19694,20099,14172,19007
1993,87345397,59141,6520,6973,5870,7181,5446,4585
1994,87141010,54140,27277,30080,32184,41635,30636,34886
1995,87295014,59460,69142,72038,73200,92964,62713,62954
1996,87175091,52300,63789,61577,53597,57765,39873,49377
1997,87393512,78350,840393,844660,833186,829498,308399,542195
1998,87545244,91260,40463299,42199755,43157732,40222510,21871129,41887674
1999,87193664,57412,12860,12170,12902,10784,7484,11747
2000,87338525,67100,161618,171593,167726,165140,119333,131108
2001,87191312,57110,1398,561,622,929,1135,999
2002,87342436,59480,262023,275219,254644,271533,194161,215897
2003,87387142,27190,10024,10923,6705,5879,4318,5242
2004,87297085,2140,5950,5251,4266,3202,2878,2997
2005,87590364,44240,13054,15547,17143,21028,14849,20741
2006,87474221,29800,65538,72161,70970,73450,70874,69784
2007,87726232,42480,5073,7385,6627,9693,5484,7312
2008,87381871,95530,888918,890871,875843,863960,412039,877452
2009,87775254,30110,24681,24853,19328,18485,14586,22005
2010,87746842,74400,239,202,370,330,217,272
2011,87571513,37390,1766,1468,1822,1498,591,100
2012,87592808,87800,2226,2819,2753,2759,1776,2251
2013,87486423,85150,50390,52838,50511,57654,38867,52342
2014,87164798,93200,14819294,15307926,15486341,15759876,6700974,9777230
2015,87592295,87380,4509,2569,2613,3740,3009,2804
2016,87485003,17000,1771473,2068356,1984267,2235983,1490951,2059413
2017,87486019,85000,874411,900931,847396,882383,571734,794116
2018,87592378,23300,186234,200013,179872,190754,104126,129769
2019,87396366,72210,152272,148530,134033,125553,61010,82318
2020,87393256,78320,5019988,4756541,4420623,4138664,1785924,1913278
2021,87641191,3100,411,328,321,453,635,719
2022,87212316,67610,51688,40097,39613,48018,24431,30439
2023,87611129,31800,1310,926,230,149,230,None
2024,87113886,93190,872604,878787,869325,856326,1018355,753017
2025,87612028,31670,13774,11923,9169,11329,8161,8633
2026,87715219,25160,11347,9101,7977,8043,5664,6856
2027,87582551,40210,49775,59972,61925,73331,51758,74588
2028,87615526,81290,7179,7676,5795,7055,4084,6922
2029,87592147,19170,777,1212,918,1118,870,1528
2030,87611434,31200,29161,30941,30550,42915,34168,46036
2031,87116319,77400,3668740,3760262,3784219,3821213,1587104,2624826
2032,87172072,8800,14169,13866,13466,13098,12463,12973
2033,87276204,60290,151624,161203,151192,173402,119811,145877
2034,87718437,25820,13604,14954,13102,16678,15728,18126
2035,87753731,13113,26519,31118,30637,39147,22952,33790
2036,87584243,24680,1289,646,601,750,300,841
2037,87417501,38190,123117,140043,139352,170748,107318,128041
2038,87474270,29400,124252,125142,128925,151351,113857,142570
2039,87295642,59550,18121,18718,17320,20066,11742,11053
2040,87571828,37130,190662,206711,212658,216141,149632,205919
2041,87473223,22300,175940,191738,192072,222479,157795,226935
2042,87763755,5300,24148,24952,20265,17947,9031,12238
2043,87721431,69210,729369,780602,729455,760308,490113,572388
2044,87683268,89400,394268,395315,340741,363126,232343,374681
2045,87781583,34260,845,666,965,1053,663,1217
2046,87681395,91000,2976043,2997353,2961835,2937587,1349141,2262218
2047,87595751,24480,47744,49851,43165,36727,23717,33183
2048,87775825,30740,598,467,833,1551,3148,6140
2049,87734160,63670,135909,140509,118959,132210,105780,113840
2050,87478743,53940,49447,48536,48174,33964,13634,16978
2051,87747220,38690,84438,87471,91910,103290,80000,100421
2052,87645473,15300,29538,23083,22312,16717,6284,9536
2053,87481424,44330,160224,184442,183384,209169,141363,164346
2054,87741470,38480,183423,205169,165824,143917,89022,101027
2055,87295857,59530,371186,396415,393995,424490,304744,320999
2056,87764472,7400,4536,1967,4794,8047,3311,3480
2057,87345025,62300,1603612,1649166,1495770,1603634,995465,1160857
2058,87721555,69210,272949,316728,313126,333709,219037,250630
2059,87144048,88600,4202,4271,3741,1703,570,1429
2060,87741439,73610,53151,63877,55118,56105,40970,48545
2061,87781559,34233,75,107,110,221,144,228
2062,87113845,93250,1063744,1072490,1064397,1049625,1618216,946919
2063,87723718,1700,149484,162984,146987,160821,83453,114128
2064,87317305,62100,24662,26935,25605,30715,14946,17846
2065,87575118,86220,2355,2828,2501,2882,2261,3648
2066,87746776,74400,6921,7626,4505,3969,3262,4288
2067,87594564,46110,1638,1479,1383,1358,1101,2016
2068,87487876,49350,48540,51409,53053,60806,41186,55385
2069,87486449,85100,395451,413973,386709,416103,287073,403509
2070,87546226,94310,1333471,1318722,1281314,1247139,548437,1131310
2071,87756809,6440,24023,33789,31953,36730,17737,18129
2072,87276212,60140,282746,295252,274179,290944,183338,205514
2073,87381210,60240,30593,31326,25428,23845,14353,18934
2074,87718130,25440,7003,5420,4209,7137,8911,8761
2075,87286005,59000,18418490,19793630,19284090,21809569,13906563,15935295
2076,87381582,78520,544316,592489,630158,671707,359551,756757
2077,87212274,67150,82384,88136,95107,100755,65038,75186
2078,87682401,77000,98867,104859,107957,112341,51652,101959
2079,87313122,80510,148203,155214,140244,140421,95828,107984
2080,87313817,76260,2731,2093,1346,744,948,3056
2081,87272195,60150,21085,23440,22726,22887,13925,19333
2082,87116137,77650,800623,818352,816896,824175,368201,660085
2083,87597104,36350,1088,980,752,388,45,39
2084,87478511,53950,1001,1006,968,158,100,208
2085,87734368,48250,195,392,228,437,370,633
2086,87576363,36360,15517,14251,12893,12090,12396,20077
2087,87611236,31110,35488,31900,23722,28744,22939,22608
2088,87581181,33290,19439,31621,37270,44365,37832,49986
2089,87215160,57820,57524,62679,68739,73763,50185,59383
2090,87276576,95270,419434,496949,499525,500028,201311,438258
2091,87611558,9250,9797,10892,8507,9222,5151,8402
2092,87722025,69286,5633663,5790743,5678086,7434369,4308666,5570449
2093,87481366,44270,61895,68551,66000,79509,54369,71593
2094,87745588,74140,18531,22105,17101,22807,28442,46415
2095,87725689,71000,1148009,1222482,1134958,1230858,839209,1059294
2096,87746412,74300,16746,21825,18787,24673,18143,23993
2097,87592279,87380,11319,12782,13083,13498,13287,11895
2098,87683847,89270,2359,2971,3429,5072,3609,4580
2099,87681155,94700,14204397,14180872,13921116,13624825,5704366,9556579
2100,87713065,21410,35658,34726,33070,35042,36504,43075
2101,87476689,56220,26645,28905,31400,37905,30972,50063
2102,87718510,25620,17105,19376,17418,21159,15420,12182
2103,87485060,17230,1995,1412,576,843,376,310
2104,87271882,2880,10,1,1,1,None,None
2105,87342188,62161,21672,20374,13588,14208,9351,5573
2106,87287169,59252,14,13,121,42,140,10
2107,87784629,66320,595,578,385,589,659,1419
2108,87597625,23210,4472,5327,3445,6328,3458,4258
2109,87144295,88320,11700,11297,10896,6953,5565,9880
2110,87471227,44290,8415,8028,10227,7720,1210,2309
2111,87393702,91300,1984315,3049726,2397978,2214961,1371156,1789137
2112,87381483,78570,575732,562963,539598,519455,251355,601236
2113,87396580,72360,34907,33544,36665,33455,16029,19727
2114,87783605,48000,28816,26957,26699,26910,23418,28964
2115,87574194,41500,211373,218668,213117,228509,141146,197759
2116,87313064,80340,30772,32162,35096,39174,35184,42876
2117,87278259,33000,76646,89808,108444,141346,64264,80857
2118,87184408,90400,None,None,1385,33018,19146,30976
2119,87381830,78250,452944,488974,515702,544247,279314,608161
2120,87147322,55220,215538,245250,239313,235255,142401,196314
2121,87751370,13650,65324,67773,55461,54518,29394,31202
2122,87725838,1660,39153,42703,41173,41775,40104,44867
2123,87742007,73500,194357,214537,205051,205104,163718,193963
2124,87597674,23320,1515,1462,1277,1341,391,598
2125,87611244,82000,1105851,1147797,967481,1048385,835407,1123736
2126,87471086,35360,162666,169875,174436,213580,145320,172566
2127,87672113,64800,180,361,246,439,157,284
2128,87611699,82700,54208,55637,43759,54779,47521,60683
2129,87694307,71210,93253,85623,69086,78852,68536,107684
2130,87491183,17130,30199,38497,39578,45974,23555,37979
2131,87296418,2440,15710,17121,13215,12805,10896,14903
2132,87396291,72450,48805,45537,42605,34150,10933,11346
2133,87381160,95650,32647,27669,22831,19162,11168,21034
2134,87684100,77690,218474,220429,217333,214722,123409,132847
2135,87413724,76290,32244,30880,23296,22450,14499,17515
2136,87641001,3100,343667,345749,309296,301423,191312,224161
2137,87611848,31850,44147,47958,36713,40745,34704,39009
2138,87184275,68210,69764,80588,77246,80973,56853,61878
2139,87746867,74660,3238,3327,4196,4393,2607,3434
2140,87715433,39400,3392,3589,2979,4844,5674,8355
2141,87673103,40110,142505,156948,147913,173007,138528,188946
2142,87682278,77250,1626767,1580699,1504220,1436155,906114,1502530
2143,87192286,57340,88379,94951,85641,95491,67681,86458
2144,87212456,67470,3894,3462,3323,4919,2617,3201
2145,87182063,68100,4946420,5174727,5055333,5320370,3408899,4074689
2146,87182394,68140,276039,276523,252154,245420,205614,212142
2147,87313379,80710,1198,794,598,459,413,1366
2148,87595132,24460,2600,1898,1607,2425,1806,4890
2149,87576454,18350,20498,17891,16909,20245,17334,22127
2150,87575167,86630,3850,3317,5377,8067,3618,4861
2151,87571547,37360,18315,14988,15307,15069,13053,14943
2152,87141507,54230,16825,17214,20336,26275,13677,21389
2153,87696005,58000,831561,880368,818644,876999,559625,771722
2154,87756353,6300,1795171,2225085,2116248,2512599,1520804,1867980
2155,87756254,6200,1142175,1482063,1397161,1668234,805886,1078899
2156,87775007,30000,3937669,4105151,3669749,3585941,2369197,3376038
2157,87116566,2310,380751,421798,440909,490265,283466,367152
2158,87574368,37210,2412,2147,2553,2951,2881,3678
2159,87543157,41600,39239,40678,35741,35637,26442,29593
2160,87172023,8700,37045,30330,22648,22170,20182,33050
2161,87713529,21700,239543,242194,220669,243129,200388,197473
2162,87743351,1760,23201,22712,18300,20701,9901,12886
2163,87214288,67210,639768,663806,631775,691394,493365,583441
2164,87215632,67970,36005,34756,30956,25491,22606,31151
2165,87755231,83190,318763,355715,336111,359553,244590,314754
2166,87486431,85340,4641,6516,8271,8921,6788,10075
2167,87271585,60800,34870,39181,36850,34935,19872,37966
2168,87473868,22500,42884,52887,59474,66268,52778,65144
2169,87113209,93500,8551965,8472409,8231485,8005187,3862190,5100100
2170,87581710,33290,18296,23953,34682,52843,27698,35888
2171,87758904,75010,242319816,248007131,244502421,244759909,92236287,126622180
2172,87487173,79200,40421,39519,31913,24252,6148,5953
2173,87192203,57245,29581,26189,25365,27544,19134,20934
2174,87595009,24000,868885,894784,767758,838256,571556,760506
2175,87751362,84120,51534,53695,16784,9661,5067,5900
2176,87184267,90130,16124,12130,12121,18014,16419,19990
2177,87672337,40300,17959,18223,15140,19160,12908,20981
2178,87759290,13014,10309,8841,3197,5253,4073,10272
2179,87764308,26700,262644,284941,258083,287040,187033,227218
2180,87393421,78370,3086849,3031163,2913422,2824885,1425832,2204517
2181,87172171,8430,70173,77877,79069,89351,87037,93089
2182,87761742,38210,27218,32515,28145,32826,24212,29666
2183,87594663,19410,8892,7890,3018,1816,843,1762
2184,87381111,75017,5161047,5633400,6103661,6759706,3309895,6257223
2185,87734459,63920,64099,64852,55333,58791,37081,40437
2186,87474056,29590,7553,5625,12148,17857,12707,21778
2187,87734087,63430,49051,49169,44687,46360,42416,43341
2188,87682526,77310,513654,513571,503026,495137,225928,421325
2189,87611491,66146,96,14,19,6,1,None
2190,87784264,66660,23462,24506,21974,27707,16364,28342
2191,87696211,58320,14638,12487,12061,13517,9332,12459
2192,87144428,88550,7487,12728,10635,13399,10604,14666
2193,87594754,46130,1325,916,753,1084,715,1060
2194,87182717,68190,45192,48062,46533,52673,34582,41128
2195,87343319,59590,39930,43713,42094,47322,30960,30946
2196,87393314,78120,5380142,5197945,4924244,4690955,2237887,3141742
2197,87746511,74930,45608,50371,30905,42475,54124,94568
2198,87172270,8300,330461,332092,290076,325947,226047,281153
2199,87175018,55800,90608,87446,78841,89991,90024,97253
2200,87481036,44400,147178,163440,176216,184589,115148,139923
2201,87276766,60170,97580,99963,91803,94451,87888,113866
2202,87747246,38140,319696,338855,320734,350318,231234,276192
2203,87313601,60510,3196,4082,4373,4026,3031,3828
2204,87613422,12000,191173,198543,162690,181828,133295,177006
2205,87212407,67480,54688,54412,53478,58857,43367,52696
2206,87387175,27170,11288,12324,11751,9401,7101,7747
2207,87756460,6190,63277,80701,76162,90870,57143,77252
2208,87615351,31380,3009,3204,1322,1016,813,770
2209,87654798,75019,8923180,9065994,9029393,9038087,2865667,5937856
2210,87141127,54110,168320,164023,175444,207123,196168,199758
2211,87113696,93110,6464430,6520046,6491187,6404337,3206275,4959155
2212,87214726,67570,152538,155932,149967,152482,111464,128195
2213,87396259,72140,2492,1925,2902,3248,1363,1931
2214,87546291,94150,813669,808269,785411,772844,325738,381602
2215,87214684,67130,69828,68659,62414,63451,54688,64459
2216,87574897,41110,82671,85083,84308,96602,81130,75965
2217,87576322,18200,54625,56650,47585,57623,44514,49900
2218,87571539,37360,19044,17089,17539,14268,13290,20637
2219,87595249,24110,154801,155975,132628,140127,107474,141576
2220,87415125,76550,15054,13337,10580,11437,7474,8532
2221,87193318,57500,247406,263471,229493,250873,150433,185472
2222,87592691,87200,168,473,303,248,613,883
2223,87743633,39200,33065,33105,25474,33828,14553,22075
2224,87755215,83270,317891,343919,319207,339760,237125,302578
2225,87271015,93200,32732352,33275543,32855279,32141497,16128368,22511642
2226,87594572,46600,19801,18682,14091,13427,10024,16202
2227,87116178,77650,131745,135314,136480,139106,80801,123972
2228,87444604,61370,4134,3826,3617,3656,1062,1412
2229,87411215,76800,23572,25475,25943,33652,18352,20282
2230,87682542,77310,115100,118313,119266,120792,56040,114066
2231,87683318,89600,64391,68828,60389,75902,45126,62189
2232,87783175,15100,24011,23882,21879,20316,16395,20499
2233,87728501,69190,56504,58406,54319,71582,48401,61551
2234,87571851,37510,752,1104,352,708,155,278
2235,87486571,85800,93217,105626,99438,113411,79246,105056
2236,87491324,17500,519,316,306,376,201,555
2237,87471052,35136,9182,7918,5255,7747,3741,3715
2238,87491357,17400,48960,41399,35005,39979,27563,33939
2239,87677120,64500,302297,340250,314755,380647,270478,394019
2240,87713834,21490,28223,28595,28038,29002,34658,33306
2241,87745430,74160,154983,176615,152415,179201,104246,170739
2242,87756346,6700,576583,727699,702731,858618,518192,677643
2243,87761718,38160,471767,534373,476660,552928,346192,450834
2244,87478024,35250,43871,43477,33338,38691,32013,35674
2245,87545202,91240,3345767,3427512,3439611,3466862,1640067,2116656
2246,87146217,88200,3978,5094,5103,6705,4724,6162
2247,87271247,93400,3949540,3935467,3826855,3778187,207533,1599702
2248,87276105,95310,1887874,1946678,1968878,1981424,815623,1461386
2249,87381426,95310,480297,520876,553932,589690,278841,586174
2250,87571810,37130,8360,8345,9915,10059,9345,15087
2251,87741223,73250,115889,123836,107951,122670,80062,106996
2252,87476440,56510,3584,4279,4967,7364,6915,9540
2253,87444216,14170,32687,36578,37490,42027,34560,46540
2254,87474569,29250,13486,14305,11471,4775,1173,1066
2255,87757526,83700,1165828,1216384,1007163,1137127,768875,1090001
2256,87783431,12490,1974,2114,1755,1656,943,1346
2257,87584615,33660,117801,122325,109771,117350,86773,108890
2258,87474312,29410,1114,662,399,591,80,126
2259,87592683,87420,3407,3233,1825,2588,2816,4578
2260,87718320,25410,204056,156715,117759,125721,97734,112510
2261,87543165,41300,193643,200632,199767,209773,139089,199298
2262,87746438,74700,309005,329130,311327,347272,264387,298518
2263,87613877,12260,1732,1872,1871,3644,2547,3435
2264,87718502,25660,27234,29757,25591,30007,22035,14367
2265,87276386,95200,5628043,5658290,5684113,5638420,1368690,4889833
2266,87672766,64490,717,1262,997,1771,1021,1468
2267,87723700,69580,245349,291170,313475,370459,233402,232712
2268,87753558,13960,81718,80008,63931,69283,34153,45374
2269,87784777,66210,101,30,89,79,107,142
2270,87571844,37510,3173,3422,2974,2262,1409,2244
2271,87213108,67590,17854,16061,21221,24974,15991,22244
2272,87444695,61500,85925,89164,77622,77199,41849,59540
2273,87576868,41130,26725,26682,23660,27663,19177,27077
2274,87471532,35530,97967,95310,104001,123451,90761,105276
2275,87271429,93270,5973397,5982229,5902128,5792675,2632823,3906248
2276,87345405,59450,59406,65263,60850,67533,27972,27606
2277,87592246,87110,2047,1900,1234,1752,1044,1466
2278,87756825,6380,50748,56821,52227,57160,28644,24291
2279,87295543,59600,496,334,374,342,12,7
2280,87286161,59181,47339,43893,40214,48554,35755,42800
2281,87212027,67000,18472587,19989293,20170472,21465169,13049946,16328098
2282,87574236,41500,183,62,61,170,49,53
2283,87444562,61570,65125,63283,56612,66411,42455,68898
2284,87485227,17700,332363,370151,350762,372949,257923,341933
2285,87726422,42450,17312,20035,18364,21113,13371,20619
2286,87761163,26600,440660,470380,448862,505404,335257,393281
2287,87141598,54116,397,425,150,9,2,6
2288,87615674,81190,1536,1695,1752,2590,2586,2846
2289,87671008,65000,482700,512070,407099,428617,334030,492773
2290,87286625,59242,583486,650435,675777,738654,451953,482148
2291,87743757,1970,30560,34113,34144,29469,21893,29582
2292,87193342,57114,1642,1846,1648,1608,1869,3458
2293,87144097,88150,241675,243687,217211,256138,206600,264671
2294,87316125,80110,15907,13471,12411,14525,10762,12819
2295,87272054,77230,22954,25483,22740,25362,13628,33262
2296,87191007,57100,2798556,2987868,2786603,2944821,1940743,2394267
2297,87595124,24800,117815,121456,100021,109391,75710,98132
2298,87718114,25320,2373,1492,2086,2743,3100,3324
2299,87756817,6440,2368,3027,2585,3107,2130,2339
2300,87755009,83000,3835728,4122788,3534118,3668509,2524370,3667722
2301,87393835,78190,4324488,4291263,4193129,4133446,2197802,3020129
2302,87586446,47140,501,1057,585,850,746,None
2303,87191130,57270,323709,397491,414838,494204,331562,455181
2304,87576215,36600,19882,18854,17864,17372,15310,25675
2305,87611863,82400,64647,60396,53380,60291,49269,63793
2306,87192476,54121,6315,6031,6514,8932,6261,8806
2307,87141101,54110,255131,292623,292272,302982,231914,282964
2308,87611327,9120,45531,43364,33531,44325,22937,37204
2309,87382267,92420,1676989,1731887,1752992,1785206,937830,1581017
2310,87592451,87140,38,23,150,229,None,None
2311,87381814,78740,385904,353446,317047,286181,154770,359744
2312,87611392,31810,189512,196492,159166,174216,130582,156003
2313,87775114,30310,221370,247436,218204,243949,204051,315649
2314,87683664,89270,4151,4919,5255,6541,4665,5933
2315,87116079,77390,638495,656054,658852,667781,273994,494717
2316,87297119,2000,3070,4334,4330,3396,3813,5281
2317,87713081,21540,23721,24614,20264,19996,19592,21178
2318,87393009,78000,24132107,23974181,23336771,22909416,12376593,15922909
2319,87732008,3200,1218692,1295130,1193916,1309834,832494,1052342
2320,87734186,63270,205416,215758,196881,232443,181768,198334
2321,87645440,15800,11997,11805,10451,9244,6865,10643
2322,87755421,83550,7931,6246,6847,12161,6576,13759
2323,87615492,81570,21009,20724,18237,21524,16881,19473
2324,87784686,66820,147923,149035,133167,138231,145043,230878
2325,87615013,31290,220875,222552,176308,226072,184399,225991
2326,87681825,94190,18187384,18338319,18167340,17889110,9348272,14720746
2327,87386649,78670,682829,639197,587565,541158,285276,781301
2328,87271734,2600,389764,392138,353457,370900,253080,321562
2329,87276378,60870,72176,72088,64875,74251,53101,68217
2330,87276220,95400,12184681,12269112,12130982,12001779,3904492,2587211
2331,87683631,89290,2495,4222,3004,4584,2504,3358
2332,87144063,88450,21937,19685,17225,17932,16652,29570
2333,87393215,78220,4726246,5067446,5330072,5633570,2634272,3373069
2334,87342113,62490,95222,95886,93824,91824,61341,66628
2335,87575290,86370,37010,37480,33548,34012,24729,30717
2336,87641423,63530,9518,9864,7619,8791,6737,9144
2337,87184531,25420,8987,11013,10194,12042,10356,11771
2338,87143024,52310,8549,6653,4557,3326,1555,1190
2339,87682443,77870,56647,55824,54449,52885,33356,93951
2340,87181065,68130,6135,6420,5902,6940,3444,3868
2341,87191098,57433,3260,5583,6985,7365,4923,6243
2342,87182618,68470,41751,42020,39150,43828,30909,37173
2343,87182378,68230,38444,41448,36849,40307,36875,40428
2344,87212175,67270,32877,33171,39001,39515,30311,38081
2345,87213744,67290,129989,130779,128401,121851,90890,117977
2346,87317511,80520,13623,11946,7732,4995,1106,846
2347,87193649,57115,17306,17152,14705,15244,17810,12777
2348,87545269,94480,1453063,1471462,1462108,1457253,660309,1594567
2349,87386052,78100,238687,235698,228032,221003,126513,209673
2350,87586008,47000,1141620,1194455,1109199,1211323,860964,1184007
2351,87595157,24460,1134,1583,1492,2538,3271,4119
2352,87485193,17290,266,14513,18670,31170,24987,32989
2353,87741256,73220,69078,77759,76441,80418,62936,65472
2354,87313221,80250,109495,109757,99154,110710,93929,115954
2355,87775833,30470,159,230,445,1034,3752,6335
2356,87783654,48190,116,132,198,235,182,206
2357,87743716,1500,1188233,1223516,1168627,1254920,838327,1043483
2358,87743146,1500,7700,6623,5983,9145,5665,6321
2359,87313874,80017,5229456,5447333,5244716,5360735,3694011,4729432
2360,87721035,69550,298064,317836,276412,317136,206265,245200
2361,87192419,57130,50233,49942,50010,50264,37560,49721
2362,87484006,49100,5368048,5647027,5372470,5739760,3433325,4662966
2363,87582726,33640,38450,40409,42489,58138,46502,50805
2364,87718841,25610,47098,50233,43376,55544,47438,56289
2365,87580340,13007,15652,19702,42045,56897,35506,47457
2366,87671479,40110,4859,5917,5591,4562,3870,4360
2367,87444539,61200,291798,298107,274448,294691,175602,256502
2368,87381848,95100,15388969,15608674,16094786,16219640,8206484,14527144
2369,87281121,59285,124209,126380,120466,127818,87107,96189
2370,87545467,91290,1677901,1714359,1714853,1725668,812586,1295988
2371,87672212,64170,38017,40928,33858,42665,30597,45644
2372,87734251,43360,37278,42656,37485,51427,26500,35598
2373,87286864,59650,14407,17590,18741,16603,9877,12672
2374,87491233,33240,19924,25566,30075,39025,28303,38410
2375,87613224,12110,5577,5790,5550,5717,4316,4501
2376,87316604,62140,32,3,83,126,5,830
2377,87562421,63510,12081,10477,8009,10154,6224,7691
2378,87271411,93600,24327097,24926269,24831698,24479374,12900964,20087367
2379,87313767,76390,1727,2295,1693,951,865,2173
2380,87783266,48130,7178,7754,7100,8036,5641,6535
2381,87683789,89200,36096,41444,36833,45473,30046,37849
2382,87381046,75016,891938,874140,839928,809171,436310,418488
2383,87611533,9110,76609,84104,68712,66861,35495,48402
2384,87783647,48190,556,601,610,692,538,600
2385,87286179,59270,955858,998316,944255,1021600,764001,855738
2386,87182113,68870,141588,145840,139801,143212,86048,93691
2387,87699223,41200,None,None,None,None,95,659
2388,87175133,52170,1730,1296,2074,981,193,145
2389,87673004,64100,800871,901165,829006,948134,660529,1000265
2390,87696468,58160,1304,609,580,334,295,460
2391,87317610,62100,1828,3080,2191,2990,3180,5232
2392,87775023,30300,8729,9383,7446,6521,17161,34642
2393,87574160,45190,335196,342444,336506,365966,243606,326063
2394,87387183,27170,12102,14013,13543,12520,6269,7841
2395,87582700,33640,202064,220784,235945,275136,189370,252152
2396,87672774,64490,15975,18010,12640,16872,12252,16543
2397,87184002,90000,1059616,1146193,1006802,1124537,775926,908286
2398,87300822,90400,739676,791713,733608,739793,360875,476167
2399,87393116,92360,1369605,1370573,1346821,1326402,561566,963958
2400,87595876,24170,9965,9336,7242,7409,3663,2896
2401,87576447,18520,11735,13874,12622,16781,17995,16544
2402,87295808,59145,15493,18551,17711,19722,8730,7392
2403,87141424,54120,4560,3521,3502,3894,3434,3561
2404,87718015,25000,83461,92077,76137,80798,52359,38644
2405,87328328,75013,28385788,28540419,28137619,27828914,11758713,10119704
2406,87393546,91570,481167,467275,444063,426162,172854,280066
2407,87182576,68620,33589,35640,32939,36084,29187,30522
2408,87581728,33290,98420,103648,112764,159082,100168,124846
2409,87684407,91720,48929,44679,39428,35444,17612,36843
2410,87342071,62175,636,894,1115,1937,879,1346
2411,87543082,45480,5823,6416,7042,7250,5241,4979
2412,87142224,52310,5014,2661,2216,3479,1999,2577
2413,87745596,74890,105884,120032,93004,104878,90360,134724
2414,87681478,91820,200565,193710,183549,174695,91214,151469
2415,87174433,51400,964,1262,889,778,38,None
2416,87615054,11150,62165,67119,55774,77466,57267,85448
2417,87713644,21470,43048,43808,36959,36997,28595,28186
2418,87413344,76110,486612,516073,514962,595924,393317,471118
2419,87474007,29211,1631603,1709736,1722004,1962604,1305129,1760542
2420,87545491,91650,644494,665433,672723,683921,344155,608705
2421,87763607,5100,183132,169834,142121,156681,99791,112464
2422,87722728,69530,238108,272465,274629,317178,199126,241660
2423,87694596,71190,4523,4415,4329,4426,6147,6440
2424,87394452,28160,70824,76016,74844,80996,64559,83512
2425,87581736,33520,20215,29204,34218,51176,26358,29469
2426,87491191,17100,2421,3470,3155,2918,2216,3217
